estc_id,total_illustration_density,total_price
N10627,0.4,60.0
N11044,1.75,12.0
N11061,0.14285714285714285,4.0
N11313,0.23684210526315788,18.0
N11744,0.16666666666666666,4.0
N11998,0.04819277108433735,160.0
N12098,0.6565656565656566,30.0
N13113,0.2,504.0
N13275,0.46153846153846156,6.0
N13506,0.4,12.0
N13909,0.2,12.0
N14018,0.041666666666666664,18.0
N14081,0.1,60.0
N14173,0.2222222222222222,12.0
N15078,0.07692307692307693,12.0
N15335,0.0625,12.0
N15369,0.012422360248447204,39.0
N15966,0.007575757575757576,42.0
N16098,0.3181818181818182,6.0
N16452,0.43414634146341463,72.0
N16485,0.4304932735426009,72.0
N19141,0.04736842105263158,252.0
N19413,0.0020920502092050207,432.0
N20133,0.125,6.0
N20778,0.2777777777777778,150.0
N20854,0.09770114942528736,60.0
N21332,0.05714285714285714,12.0
N21437,0.4166666666666667,12.0
N21633,0.03571428571428571,72.0
N22035,1.1597938144329898,42.0
N22060,0.20535714285714285,42.0
N22063,0.21238938053097345,42.0
N22324,0.015384615384615385,24.0
N23231,0.016666666666666666,36.0
N23643,0.2598870056497175,960.0
N24048,0.2857142857142857,4.0
N2446,0.014492753623188406,42.0
N24547,0.11627906976744186,12.0
N24878,0.058823529411764705,126.0
N25303,0.676923076923077,30.0
N26658,0.008695652173913044,30.0
N27594,0.35294117647058826,6.0
N27700,0.15384615384615385,6.0
N2805,0.02631578947368421,24.0
N28255,0.029411764705882353,24.0
N28545,0.2708333333333333,6.0
N29324,0.06418918918918919,72.0
N29611,0.012987012987012988,252.0
N3021,0.5909090909090909,12.0
N31012,0.0625,12.0
N31102,0.08695652173913043,6.0
N31771,0.358974358974359,8.0
N3220,0.008064516129032258,42.0
N32650,0.20408163265306123,12.0
N32668,1.2941176470588236,126.0
N32885,0.29411764705882354,6.0
N33392,0.5409836065573771,156.0
N33394,0.5163043478260869,252.0
N33395,0.5271739130434783,126.0
N33872,0.7333333333333333,6.0
N36307,0.25,6.0
N36434,0.1,6.0
N36448,0.6050955414012739,36.0
N36596,0.012711864406779662,72.0
N37422,0.030303030303030304,252.0
N38092,0.03669724770642202,54.0
N3839,0.36065573770491804,60.0
N3944,0.02702702702702703,36.0
N39461,0.02197802197802198,20.0
N39831,0.07142857142857142,72.0
N40349,0.2948717948717949,24.0
N40444,0.3333333333333333,6.0
N41891,0.26548672566371684,24.0
N42440,0.2222222222222222,6.0
N4288,0.1,6.0
N42986,0.026845637583892617,42.0
N43934,0.032679738562091505,48.0
N44161,0.031578947368421054,12.0
N44432,0.03773584905660377,24.0
N44470,0.013793103448275862,24.0
N4486,0.028409090909090908,114.0
N4577,0.13333333333333333,6.0
N46585,0.75,60.0
N47397,0.10256410256410256,6.0
N486,0.07407407407407407,6.0
N48711,0.05555555555555555,12.0
N4952,0.75,252.0
N4973,0.3333333333333333,6.0
N5054,0.18947368421052632,42.0
N54713,0.625,12.0
N5647,0.006423982869379015,360.0
N5655,0.033210332103321034,48.0
N6106,0.25,12.0
N61074,0.05454545454545454,60.0
N6233,0.17857142857142858,12.0
N63918,0.06818181818181818,12.0
N65052,0.13114754098360656,24.0
N67250,0.08163265306122448,144.0
N67364,0.7286245353159851,126.0
N67562,0.028846153846153848,20.0
N68038,0.0064516129032258064,72.0
N6836,0.006622516556291391,24.0
N68624,0.1794871794871795,30.0
N68848,0.08333333333333333,30.0
N6962,0.2111111111111111,24.0
N7235,0.0196078431372549,60.0
N7432,0.09090909090909091,30.0
N7469,0.0031446540880503146,360.0
N7623,0.21428571428571427,6.0
N783,0.7142857142857143,12.0
N7849,0.35294117647058826,6.0
N797,0.0029850746268656717,504.0
N814,0.3333333333333333,6.0
N8712,0.08695652173913043,6.0
N9842,0.55,12.0
N9935,0.18181818181818182,6.0
T100271,0.35555555555555557,12.0
T100275,0.10638297872340426,18.0
T100528,0.6326530612244898,30.0
T100613,0.017857142857142856,18.0
T100838,0.1111111111111111,4.0
T100932,0.35714285714285715,252.0
T100962,0.5576923076923077,54.0
T100975,0.06542056074766354,30.0
T10116,0.0425531914893617,30.0
T101386,0.0024630541871921183,252.0
T101429,0.17647058823529413,4.0
T101564,0.028855428142749974,180.0
T102012,0.41025641025641024,504.0
T102333,0.024691358024691357,24.0
T103015,0.125,6.0
T103150,0.125,6.0
T103336,0.3125,30.0
T103354,0.21739130434782608,12.0
T103362,0.10526315789473684,12.0
T103557,0.11363636363636363,24.0
T104090,0.0625,8.0
T104172,0.2631578947368421,6.0
T105376,0.40540540540540543,4.0
T106027,0.2842377260981912,360.0
T106218,0.25,6.0
T106269,0.2,3.0
T106326,0.04938271604938271,72.0
T10662,0.3076923076923077,6.0
T106763,0.2,12.0
T106923,0.05333333333333334,30.0
T107010,0.03535353535353535,192.0
T107132,0.02824858757062147,54.0
T107540,0.038461538461538464,18.0
T107821,0.1,12.0
T108288,0.08333333333333333,6.0
T109036,0.2,3.0
T109351,0.1509433962264151,126.0
T109352,0.011764705882352941,144.0
T109496,0.029605263157894735,126.0
T110070,0.04365079365079365,72.0
T110176,0.14583333333333334,48.0
T11029,0.007751937984496124,42.0
T110474,0.11764705882352941,6.0
T110562,0.008620689655172414,42.0
T111042,0.025906735751295335,42.0
T1117,0.02857142857142857,24.0
T111906,0.45652173913043476,48.0
T112247,0.6096491228070176,60.0
T112266,0.017964071856287425,36.0
T112501,0.5591397849462365,36.0
T112764,0.05573770491803279,300.0
T112902,0.03763440860215054,48.0
T11304,0.1,12.0
T113256,0.075,60.0
T11338,0.058823529411764705,12.0
T114015,0.011961722488038277,72.0
T114028,0.008968609865470852,126.0
T114252,0.017948717948717947,60.0
T114366,0.006172839506172839,84.0
T114645,0.03225806451612903,96.0
T114709,0.1794871794871795,48.0
T114811,1.1869158878504673,48.0
T114994,0.00425531914893617,72.0
T115282,0.04568527918781726,48.0
T115289,0.10967741935483871,144.0
T115374,0.05084745762711865,18.0
T115473,0.23076923076923078,18.0
T115512,0.030303030303030304,18.0
T115688,0.05555555555555555,12.0
T115984,0.14516129032258066,24.0
T116398,0.024390243902439025,24.0
T116435,0.10344827586206896,126.0
T116478,0.07526881720430108,60.0
T11659,0.16666666666666666,6.0
T116604,0.11764705882352941,12.0
T116751,0.05405405405405406,60.0
T116828,0.11805555555555555,24.0
T117166,0.012195121951219513,30.0
T11723,0.1,6.0
T117306,0.3424657534246575,60.0
T117421,0.29577464788732394,540.0
T117645,0.025,30.0
T117729,0.0975609756097561,126.0
T117944,0.18475073313782991,90.0
T11801,0.17647058823529413,12.0
T118205,0.24175824175824176,222.0
T11858,0.1724137931034483,12.0
T11861,0.6339285714285714,192.0
T118678,0.0625,6.0
T119007,0.07352941176470588,18.0
T119337,0.15705128205128205,72.0
T119900,0.09722222222222222,9.0
T119928,0.17355371900826447,30.0
T120747,0.4936708860759494,144.0
T120831,0.5918367346938775,96.0
T120876,0.10215053763440861,60.0
T121019,0.3,12.0
T121355,0.6129032258064516,192.0
T121357,0.4166666666666667,144.0
T121539,0.03333333333333333,252.0
T121545,0.03787878787878788,252.0
T121550,0.19626168224299065,18.0
T122249,0.08333333333333333,3.0
T122346,0.16666666666666666,6.0
T122442,0.041666666666666664,252.0
T122501,0.02564102564102564,24.0
T122638,0.125,60.0
T122640,0.041666666666666664,60.0
T122834,0.06521739130434782,24.0
T122837,0.35443037974683544,60.0
T122891,0.2916666666666667,252.0
T123209,0.013636363636363636,36.0
T124007,0.04938271604938271,18.0
T124388,0.6747967479674797,36.0
T125124,0.43333333333333335,60.0
T125219,0.25,6.0
T125856,0.3076923076923077,12.0
T125902,0.06666666666666667,24.0
T126686,0.4444444444444444,6.0
T126693,0.2692307692307692,60.0
T126972,0.1,12.0
T128284,0.015384615384615385,24.0
T128356,0.29545454545454547,252.0
T128381,0.021739130434782608,12.0
T12843,0.1111111111111111,12.0
T128480,0.01282051282051282,42.0
T129048,0.16,12.0
T129365,1.3265306122448979,126.0
T129588,0.10714285714285714,12.0
T130620,0.04819277108433735,90.0
T130664,0.04,24.0
T130749,0.05263157894736842,84.0
T130824,0.0594059405940594,630.0
T131315,0.3972602739726027,24.0
T131508,0.00980392156862745,48.0
T131556,0.08544303797468354,72.0
T13163,0.23684210526315788,30.0
T131686,0.2597402597402597,18.0
T131715,0.00411522633744856,72.0
T131923,0.058394160583941604,39.0
T131993,0.02926829268292683,54.0
T132018,0.005681818181818182,48.0
T132195,0.018518518518518517,60.0
T132226,0.8,144.0
T132565,0.725,90.0
T132644,0.0125,48.0
T133351,0.762589928057554,18.0
T133355,0.004,72.0
T133957,0.04154837681419279,504.0
T134294,0.09090909090909091,12.0
T134504,0.3103448275862069,180.0
T134546,0.06172839506172839,12.0
T134554,0.0851063829787234,48.0
T134584,0.23684210526315788,12.0
T134819,0.8031088082901554,252.0
T135716,0.1,30.0
T135775,0.42735042735042733,60.0
T136039,0.00641025641025641,60.0
T136181,0.009868421052631578,504.0
T136330,0.021875,252.0
T136453,0.17689530685920576,756.0
T136750,0.10588235294117647,72.0
T136945,0.49019607843137253,144.0
T137017,0.06989247311827956,72.0
T137216,0.0967741935483871,90.0
T137250,0.10452652420290845,336.0
T137276,0.045454545454545456,6.0
T137406,0.25,4.0
T138016,0.5,1.0
T138026,0.16568047337278108,60.0
T138163,0.04032258064516129,216.0
T138495,0.05333333333333334,30.0
T138714,0.12837837837837837,48.0
T138836,0.5542452830188679,318.0
T138890,0.05454545454545454,18.0
T139023,0.11764705882352941,60.0
T139745,0.055126477656308605,373.0
T139745,0.055126477656308605,378.0
T139835,0.01020408163265306,30.0
T140574,0.005154639175257732,48.0
T140590,0.0136986301369863,90.0
T140647,0.15,12.0
T141001,0.037383177570093455,60.0
T142006,0.028469750889679714,72.0
T142290,0.01675977653631285,48.0
T142402,0.18181818181818182,12.0
T143142,0.136986301369863,36.0
T143150,0.008583690987124463,72.0
T143224,0.14285714285714285,6.0
T143288,0.003076923076923077,264.0
T143856,0.11538461538461539,9.0
T143954,0.016666666666666666,84.0
T144266,0.058823529411764705,4.0
T144309,0.05603448275862069,72.0
T144369,1.03125,126.0
T144420,0.055934020878670325,504.0
T144514,0.19047619047619047,6.0
T144524,0.023809523809523808,24.0
T144534,0.07853403141361257,60.0
T144870,2.5024146224146224,492.0
T144956,0.009259259259259259,42.0
T145098,0.052132701421800945,252.0
T145131,0.047619047619047616,30.0
T145433,0.11764705882352941,6.0
T145497,0.5108695652173914,156.0
T145603,0.19047619047619047,36.0
T145786,0.05128205128205128,12.0
T145960,0.17647058823529413,126.0
T146116,0.024390243902439025,48.0
T146284,0.25,30.0
T146361,0.02109704641350211,72.0
T146491,0.011320754716981131,252.0
T14705,0.01,60.0
T147136,0.25396825396825395,252.0
T147137,0.13636363636363635,252.0
T147480,0.009523809523809525,36.0
T148071,0.1896551724137931,72.0
T14845,0.1111111111111111,6.0
T149974,0.13136863136863136,936.0
T150867,0.125,3.0
T152189,1.3098290598290598,60.0
T152896,0.125,6.0
T153076,0.0024875621890547263,252.0
T153230,0.6417910447761194,65.0
T153942,0.1,180.0
T154318,0.13247863247863248,48.0
T154329,0.6363636363636364,126.0
T154475,0.4972677595628415,126.0
T154669,0.36752136752136755,324.0
T154824,1.8415841584158417,42.0
T155131,0.16666666666666666,126.0
T155319,0.43478260869565216,378.0
T155468,1.5083798882681565,30.0
T160014,0.5625,60.0
T160493,1.1470588235294117,30.0
T160560,1.308457711442786,42.0
T160652,0.13983050847457626,72.0
T160849,0.14432989690721648,126.0
T161243,1.8266666666666667,42.0
T161477,1.75,6.0
T16296,0.013888888888888888,24.0
T163754,0.42857142857142855,72.0
T163958,0.07692307692307693,3.0
T16449,0.25,3.0
T164776,0.01,30.0
T165228,0.12650602409638553,42.0
T165433,0.0196078431372549,24.0
T165702,0.25,6.0
T166153,1.3306451612903225,72.0
T16651,0.13636363636363635,6.0
T166733,0.6190476190476191,60.0
T167110,0.1643835616438356,252.0
T167430,0.20100502512562815,48.0
T167473,0.39759036144578314,252.0
T167497,1.9294117647058824,30.0
T167560,0.044444444444444446,18.0
T167726,0.19047619047619047,6.0
T168783,1.6032608695652173,42.0
T168948,0.014925373134328358,24.0
T169301,0.04666666666666667,42.0
T169806,0.125,6.0
T170081,0.0033222591362126247,108.0
T170861,0.010869565217391304,78.0
T172141,0.5,12.0
T172321,0.2897196261682243,60.0
T172363,0.10714285714285714,6.0
T172579,0.026041666666666668,48.0
T172880,0.25,6.0
T173076,0.03773584905660377,30.0
T173198,0.2727272727272727,12.0
T173272,0.8526315789473684,42.0
T173545,0.5,6.0
T174029,0.10526315789473684,6.0
T175157,0.08333333333333333,3.0
T17554,0.0625,6.0
T175666,0.014319809069212411,72.0
T177004,0.2909090909090909,126.0
T177111,0.02127659574468085,42.0
T177324,0.1875,18.0
T177374,0.19402985074626866,24.0
T177783,0.3333333333333333,6.0
T178008,0.06437768240343347,30.0
T178465,0.5094339622641509,36.0
T17957,0.16666666666666666,6.0
T180071,0.17142857142857143,126.0
T180694,0.0625,2.0
T180799,0.4491525423728814,36.0
T181073,0.125,12.0
T181222,0.45454545454545453,6.0
T181989,0.16666666666666666,1.0
T182237,0.2777777777777778,1.5
T182891,0.2,6.0
T182900,0.5555555555555556,6.0
T18297,0.125,4.0
T184487,0.10526315789473684,6.0
T184841,0.2815533980582524,30.0
T184871,0.02127659574468085,30.0
T185276,0.5,3.0
T185697,0.006493506493506494,30.0
T18586,0.28378378378378377,180.0
T1860,0.25,4.0
T18625,0.45217391304347826,60.0
T18643,0.011673151750972763,144.0
T186672,0.3434343434343434,6.0
T186679,0.1111111111111111,8.0
T187063,0.014285714285714285,30.0
T187187,0.010638297872340425,19.5
T187875,0.8823529411764706,180.0
T188424,0.8,12.0
T188561,0.33185840707964603,60.0
T189262,0.7777777777777778,9.0
T190705,0.05555555555555555,12.0
T191102,0.13636363636363635,18.0
T192099,0.16666666666666666,2.0
T192239,0.04,12.0
T192252,0.25,3.0
T192639,0.23293323937856505,756.0
T192797,0.05357142857142857,18.0
T195247,0.5,6.0
T195329,0.02702702702702703,60.0
T196604,0.02857142857142857,12.0
T197114,0.7272727272727273,12.0
T197786,0.013986013986013986,252.0
T198593,0.55,18.0
T199463,0.16666666666666666,6.0
T200469,0.029411764705882353,6.0
T200529,0.004901960784313725,252.0
T201930,0.21428571428571427,6.0
T201948,0.20833333333333334,3.0
T202311,0.15384615384615385,6.0
T20316,0.018867924528301886,42.0
T203494,0.006134969325153374,30.0
T205927,0.1076923076923077,60.0
T206389,0.08333333333333333,42.0
T20747,0.08333333333333333,12.0
T208371,0.01020408163265306,126.0
T210202,0.09090909090909091,3.0
T210280,0.39586487850602065,480.0
T210906,0.08780487804878048,30.0
T211717,0.3269230769230769,18.0
T212359,0.016666666666666666,12.0
T212626,0.027131782945736434,72.0
T213790,0.007518796992481203,65.0
T218804,0.12574850299401197,60.0
T219204,0.2131979695431472,312.0
T222880,0.06557377049180328,42.0
T222920,0.10869565217391304,6.0
T223247,0.2608695652173913,6.0
T223298,0.04,9.0
T223570,0.09259259259259259,4.0
T224282,0.125,2.0
T225271,0.0196078431372549,126.0
T225629,0.3333333333333333,2.0
T227252,0.3125,6.0
T227483,0.004424778761061947,72.0
T22781,0.29411764705882354,12.0
T232375,0.05555555555555555,12.0
T232463,0.22857142857142856,12.0
T2367,0.30434782608695654,12.0
T25409,0.5,6.0
T25514,0.013297872340425532,72.0
T2674,0.25806451612903225,30.0
T26748,0.012048192771084338,24.0
T26892,0.02127659574468085,72.0
T27030,0.358974358974359,12.0
T27198,0.05,12.0
T27755,0.24561403508771928,48.0
T27823,0.02531645569620253,24.0
T28319,0.09090909090909091,18.0
T28935,0.18181818181818182,3.0
T2988,0.05263157894736842,6.0
T301280,0.5,6.0
T30208,0.013888888888888888,42.0
T31011,0.11627906976744186,60.0
T3136,0.07352941176470588,126.0
T31925,0.06818181818181818,12.0
T31939,0.05263157894736842,18.0
T32736,0.1111111111111111,12.0
T32998,0.003861003861003861,126.0
T33073,0.2857142857142857,78.0
T33247,0.002183406113537118,324.0
T33572,1.8148148148148149,18.0
T34041,0.125,30.0
T34150,0.0821917808219178,30.0
T34310,0.008620689655172414,24.0
T34403,0.17857142857142858,12.0
T34598,0.21052631578947367,6.0
T34642,0.37209302325581395,18.0
T35216,0.1,6.0
T35311,0.19230769230769232,24.0
T35834,0.0967741935483871,12.0
T36016,0.4838709677419355,12.0
T36345,0.015463917525773196,252.0
T36440,0.05128205128205128,12.0
T36531,0.058823529411764705,24.0
T36800,0.125,4.0
T37008,0.14285714285714285,12.0
T37459,0.004048582995951417,126.0
T37938,0.07692307692307693,12.0
T38107,0.1,6.0
T38125,0.07894736842105263,12.0
T38410,0.08333333333333333,12.0
T38477,0.012658227848101266,36.0
T38849,0.32432432432432434,18.0
T38923,0.08333333333333333,6.0
T3964,0.05172413793103448,24.0
T3980,0.10344827586206896,6.0
T40161,0.06896551724137931,30.0
T40275,0.40963855421686746,24.0
T4081,0.009259259259259259,36.0
T40875,0.10416666666666667,12.0
T40890,0.08333333333333333,6.0
T40942,0.15384615384615385,6.0
T41204,0.125,2.0
T41389,0.07692307692307693,18.0
T41742,0.16666666666666666,12.0
T42295,0.13636363636363635,24.0
T42369,0.1111111111111111,4.0
T42562,0.6666666666666666,3.0
T42602,0.045454545454545456,30.0
T42647,0.23076923076923078,48.0
T42789,0.4444444444444444,4.0
T4307,0.36363636363636365,3.0
T43087,0.2222222222222222,12.0
T43188,0.08333333333333333,6.0
T43524,0.1111111111111111,6.0
T43854,0.13333333333333333,12.0
T43891,0.5,6.0
T44064,0.2631578947368421,18.0
T44152,0.5588235294117647,144.0
T44246,0.07692307692307693,24.0
T44790,0.06666666666666667,4.0
T45111,0.06666666666666667,18.0
T45393,0.18181818181818182,3.0
T45473,0.038461538461538464,24.0
T45658,0.12121212121212122,30.0
T45713,0.009615384615384616,24.0
T46669,0.9210526315789473,18.0
T46745,0.07142857142857142,6.0
T46819,0.29411764705882354,6.0
T47028,0.2,12.0
T4710,0.15384615384615385,12.0
T47288,0.08695652173913043,12.0
T48296,0.2,6.0
T48492,0.2,6.0
T48766,0.13636363636363635,6.0
T48904,0.06666666666666667,1.0
T48976,0.027777777777777776,12.0
T49268,0.1,6.0
T49648,0.020833333333333332,24.0
T49758,0.11764705882352941,6.0
T49762,0.125,4.0
T4982,0.2222222222222222,12.0
T50007,0.2,3.0
T50019,0.05,36.0
T50230,0.10526315789473684,12.0
T50498,0.17391304347826086,12.0
T50613,0.14814814814814814,12.0
T50736,0.3125,12.0
T51683,0.007751937984496124,108.0
T52185,0.037037037037037035,12.0
T52461,0.16666666666666666,12.0
T52937,0.15151515151515152,2.0
T53188,0.030927835051546393,30.0
T53608,0.029411764705882353,12.0
T53841,0.875,6.0
T54269,0.041666666666666664,6.0
T54389,0.014634146341463415,204.0
T54444,0.1111111111111111,3.0
T54686,0.08396946564885496,36.0
T55172,0.048458149779735685,48.0
T55728,0.15384615384615385,6.0
T55929,0.6198830409356725,42.0
T56630,0.5652173913043478,6.0
T56722,0.006097560975609756,42.0
T56872,0.10526315789473684,6.0
T56906,0.07142857142857142,12.0
T56936,0.05555555555555555,6.0
T56969,0.1,6.0
T56985,0.08333333333333333,12.0
T57157,0.6686046511627907,36.0
T5720,0.2857142857142857,12.0
T57405,0.15625,12.0
T57753,0.007671771401748519,864.0
T57937,0.0851063829787234,60.0
T58073,0.09090909090909091,6.0
T58887,1.1333333333333333,12.0
T59031,0.017094017094017096,36.0
T59879,0.06153846153846154,36.0
T59882,0.33882389162561577,600.0
T59893,0.041666666666666664,20.0
T59900,0.12121212121212122,24.0
T59987,0.25,9.0
T60630,0.6761133603238867,144.0
T60631,0.6707317073170732,144.0
T60908,0.0136986301369863,30.0
T60910,0.01282051282051282,36.0
T60954,0.2,12.0
T61241,0.6629213483146067,252.0
T61245,0.6536796536796536,60.0
T61365,0.21818181818181817,18.0
T61698,0.007547169811320755,216.0
T62240,0.0033783783783783786,60.0
T62282,0.06451612903225806,12.0
T62441,0.01694915254237288,12.0
T62527,0.125,30.0
T62532,0.25,2.0
T63197,0.034482758620689655,324.0
T63212,0.03409090909090909,324.0
T6325,0.35714285714285715,6.0
T63492,0.0371900826446281,90.0
T63556,0.05,12.0
T63653,0.07692307692307693,18.0
T64061,0.08333333333333333,6.0
T64156,0.16279069767441862,30.0
T64259,0.0030581039755351682,120.0
T64412,0.0425531914893617,18.0
T64422,0.09195402298850575,36.0
T65001,0.16129032258064516,12.0
T65011,0.6015625,60.0
T65426,0.11392405063291139,24.0
T65437,0.15789473684210525,30.0
T65438,0.36046511627906974,30.0
T66029,0.75,54.0
T66575,0.0625,6.0
T66785,1.7777777777777777,12.0
T67135,0.9891306118961475,276.0
T67552,0.09090909090909091,6.0
T68029,0.029850746268656716,24.0
T68109,0.06666666666666667,42.0
T68287,0.13333333333333333,12.0
T68430,0.047619047619047616,12.0
T68842,0.2,12.0
T68970,0.19540229885057472,24.0
T69084,1.1875,12.0
T69371,0.047619047619047616,12.0
T69537,0.375,12.0
T69707,0.12244897959183673,18.0
T70064,0.020689655172413793,60.0
T70324,0.04184100418410042,72.0
T70714,0.022222222222222223,30.0
T70844,0.11374407582938388,60.0
T71143,0.008761904761904762,630.0
T72012,0.08670520231213873,36.0
T72104,0.024096385542168676,30.0
T72106,0.07142857142857142,18.0
T72414,0.175,42.0
T73061,0.48,60.0
T73064,0.4473684210526316,30.0
T73119,0.25,12.0
T73249,0.25,6.0
T73279,0.1276595744680851,36.0
T7340,0.07692307692307693,12.0
T73439,0.8272643199102072,252.0
T73964,0.3333333333333333,2.0
T73969,0.125,3.0
T74534,0.23076923076923078,12.0
T75093,0.011764705882352941,30.0
T75186,0.13368983957219252,60.0
T75400,0.056179775280898875,24.0
T75659,0.06198347107438017,72.0
T75713,0.19285714285714287,60.0
T7629,0.05454545454545454,6.0
T76291,0.15315315315315314,30.0
T76492,0.013157894736842105,24.0
T77031,0.008264462809917356,54.0
T77047,0.004132231404958678,756.0
T77397,0.08759124087591241,72.0
T77543,0.075,12.0
T77549,0.1282051282051282,12.0
T77908,0.414985590778098,90.0
T77921,0.2,12.0
T78059,0.03125,24.0
T78304,0.41210374639769454,90.0
T78515,0.2865853658536585,72.0
T79324,0.03409090909090909,126.0
T79464,0.5614035087719298,24.0
T79488,0.00819672131147541,30.0
T80745,0.030303030303030304,20.0
T80750,0.10416666666666667,12.0
T81475,0.125,6.0
T81955,0.2222222222222222,42.0
T82130,2.0,360.0
T82160,0.027210884353741496,252.0
T82688,0.5666666666666667,252.0
T83087,0.17110266159695817,72.0
T83708,0.013888888888888888,36.0
T83729,0.013761467889908258,30.0
T83865,0.9080459770114943,30.0
T83942,0.01680672268907563,42.0
T83947,0.05392156862745098,42.0
T83950,0.125,6.0
T84319,0.005154639175257732,60.0
T84386,0.2953020134228188,60.0
T84575,0.2857142857142857,6.0
T84736,0.07924528301886792,90.0
T85084,0.004761904761904762,42.0
T85538,0.03296703296703297,12.0
T85561,0.5,6.0
T85612,1.04,36.0
T85761,0.007518796992481203,48.0
T85767,0.008403361344537815,30.0
T85880,0.045454545454545456,24.0
T86069,0.03214285714285714,126.0
T86073,0.007874015748031496,30.0
T86204,0.14285714285714285,24.0
T86619,0.041666666666666664,12.0
T87005,0.15,312.0
T87450,0.08633093525179857,72.0
T87512,0.0087527352297593,72.0
T87530,0.17073170731707318,126.0
T87910,0.375,12.0
T87972,0.17191977077363896,72.0
T87980,0.1,6.0
T88062,0.675,126.0
T88141,0.21052631578947367,6.0
T88151,0.16666666666666666,3.0
T88185,0.022123893805309734,252.0
T88427,0.4,3.0
T88435,0.05234159779614325,192.0
T88495,0.08333333333333333,12.0
T88904,0.0990990990990991,60.0
T89034,0.39649636078207506,600.0
T89206,0.2,6.0
T89213,0.04390243902439024,48.0
T89221,0.06666666666666667,252.0
T89234,0.08097165991902834,72.0
T89318,0.36363636363636365,138.0
T89560,0.125,6.0
T89611,0.08333333333333333,12.0
T89684,0.04424778761061947,48.0
T89727,0.041666666666666664,6.0
T89800,0.026415094339622643,72.0
T89985,0.5194396486627492,72.0
T90192,0.5714285714285714,36.0
T90199,0.7878787878787878,126.0
T9027,0.047619047619047616,12.0
T90511,0.2,6.0
T90664,0.01282051282051282,36.0
T90674,0.04891304347826087,60.0
T90914,0.016260162601626018,126.0
T90917,0.008,84.0
T91284,0.4,156.0
T91395,0.05555555555555555,6.0
T9219,0.36363636363636365,6.0
T92196,0.1116751269035533,60.0
T92274,0.0875,72.0
T92417,0.00819672131147541,240.0
T92798,0.012779552715654952,252.0
T93450,0.06896551724137931,12.0
T93484,0.015503875968992248,42.0
T93514,0.16666666666666666,12.0
T93575,0.053763440860215055,24.0
T93582,0.06578947368421052,24.0
T93708,0.005319148936170213,90.0
T93978,0.3076923076923077,12.0
T94339,0.14285714285714285,12.0
T94557,0.036885245901639344,72.0
T94610,0.03125,126.0
T94611,0.15151515151515152,126.0
T94619,0.11764705882352941,30.0
T95727,0.06060606060606061,30.0
T95896,0.20634920634920634,60.0
T95982,0.038461538461538464,126.0
T9602,0.030303030303030304,126.0
T96023,0.5666666666666667,192.0
T96024,0.4727272727272727,192.0
T96026,0.46808510638297873,144.0
T96549,0.009009009009009009,216.0
T96604,0.1388888888888889,60.0
T96606,0.06060606060606061,126.0
T96972,0.02040816326530612,30.0
T97217,0.002369668246445498,300.0
T97226,0.3541666666666667,24.0
T97254,0.004796163069544364,288.0
T97423,0.05056179775280899,144.0
T97852,0.08333333333333333,6.0
T97922,0.07216494845360824,24.0
T981,0.016597510373443983,378.0
T98173,0.1111111111111111,6.0
T98250,0.21739130434782608,630.0
T98324,0.002652519893899204,168.0
T98411,0.07048458149779736,72.0
T98558,0.49603174603174605,504.0
T99581,0.08695652173913043,6.0
T99833,0.26732673267326734,24.0
